NAME,AUTHOR,NARRATOR,RELEASEDATE,LANGUAGE,PRICE,DURATION_MINUTES,RATING_PERCENT
The Secret Life of Science,Jeremy J.Baumberg,Rory Barnett,18-07-18,English,586.0,547,0
A Practical Guide to Critical Thinking,David A.Hunter,Tristan Morris,27-11-18,English,586.0,630,0
Keep Calm and Trust the Science,Luke O'Neill,Ruairi Conaghan,22-10-21,English,1063.0,438,0
On Human Nature,Roger Scruton,Mike Cooper,12-10-21,English,469.0,211,0
An Answer to the Question: What Is Enlightenment?,Immanuel Kant,Matt Larsen,10-11-21,English,32.0,17,0
Foucault (2nd Edition),Gary Gutting,Davidde Vries,31-08-21,English,586.0,236,0
How to Talk to a Science Denier,Lee Mc Intyre,Eric Michael Summerer,21-09-21,English,703.0,512,0
On Freedom,Maggie Nelson,Gabra Zackman,09-09-21,English,888.0,605,0
The Communist Manifesto,"Friedrich Engels,Karl Marx",Matt Montanez,26-01-18,English,93.0,73,0
A Brief History of Everything,Ken Wilber,"Steve Grad,Willow Pearson",03-07-18,English,754.0,344,0
On Consolation,Michael Ignatieff,Michael Ignatieff,11-11-21,English,323.0,568,0
The Life Inside,Andy West,Simon Darwen,03-02-22,English,323.0,552,0
La libertà,"John Stuart Mill,Arnaldo Agnelli-traduttore",Roberto Arricale,08-02-22,italian,190.0,273,0
La terra senza il male. Jung dall'inconscio al simbolo,Umberto Galimberti,Riccardo Lombardo,08-02-22,italian,574.0,507,0
Dialogo tra un'anima e una mente,Stefano Gambini,Antonio Fiscella,04-02-22,italian,267.0,35,0
The Prince,Niccolo Machiavell,Dan Strutzel,03-02-22,English,1003.0,231,0
Le mutande di Kant,Zap Mangusta,Zap Mangusta,01-02-22,italian,958.0,945,0
Et si de l'amour on ne savait rien ?,Fabrice Midal,Antoine Doignon,10-02-22,french,719.0,338,0
The Case for Rage,Myisha Cherry,Tracey Conyer Lee,19-10-21,English,703.0,452,0
If You Should Fail,Joe Moran,Ned Porteous,24-09-20,English,615.0,328,0
Dialogue Between a Priest and a Dying Man,Marquisde Sade,Mike Vendetti,08-02-22,English,239.0,30,0
Meditations of Marcus Aurelius,Marcus Aurelius,John HFehskens,20-03-20,English,70.0,375,0
I Am a Strange Loop,Douglas R.Hofstadter,Greg Baglia,24-09-18,English,500.0,1007,0
The Three Pillars of Zen,Roshi Philip Kapleau,Sean Runnette,15-08-17,English,1055.0,867,0
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,Greg V.Gill,17-03-21,English,258.0,209,0
The Discourses of Epictetus,Epictetus,Robin Homer,23-07-21,English,539.0,792,0
The Direct Zen-Way to Liberation,Zensho W.Kopp,Christopher Kent,31-07-21,English,367.0,126,0
The Half-life of Facts,Samuel Arbesman,Sean Pratt,27-09-12,English,820.0,474,0
The Communist Manifesto,"Karl Marx,Friedrich Engels",Jon Ingram,15-09-20,English,132.0,95,0
Everyday Ethics,Simon Longstaff,Les Horovitz,01-07-17,English,690.0,531,0
言語が消滅する前に,"國分功一郎,千葉雅也",杉山怜央,10-02-22,japanese,837.0,361,0
Taoism for Beginners,Elizabeth Reninger,Wendy Tremont King,23-02-21,English,351.0,265,0
Metaphysics,Aristotle,James Cameron Stewart,13-03-17,English,1112.0,872,0
The Art of Controversy or The Art of Being Right,Arthur Schopenhauer,Carl Manchester,12-07-20,English,166.0,193,0
The Varieties of Religious Experience,William James,John Pruden,23-03-11,English,938.0,1141,0
Discourse on Method and the Meditations,RenéDescartes,Rory Alexander,25-02-21,English,615.0,347,0
Holy Sci-Fi!,Paul J.Nahin,Traber Burns,13-07-21,English,820.0,647,0
考えるとはどういうことか　0歳から100歳までの哲学入門,梶谷真司,大谷幸司,10-02-22,japanese,837.0,428,0
Или - Или,СеренКьеркегор,АндрейКрупник,03-02-22,russian,233.0,906,0
Gocce Di Filosofia,Carlo Iacobelli,Carlo Iacobelli,08-02-22,italian,190.0,22,0
Zen Is Right Now,"Shunryu Suzuki,David Chadwick-editor",Brian Nishii,13-07-21,English,234.0,79,0
Political Philosophy,David Miller,Luci Bell,01-06-21,English,586.0,264,0
Republic,"Plato,Christopher Rowe-translator",Jim Barclay,25-02-21,English,888.0,985,0
The Holographic Universe,Michael Talbot,Nick Mondelli,15-04-21,English,1172.0,780,0
How to Innovate,"Aristotle,Armand D'Angour-translatorcontributor",Shaun Grindell,02-11-21,English,351.0,83,0
365 Tao,Ming-Dao Deng,Amanda Carlin,18-12-13,English,668.0,647,0
The Dharma Bum’s Guide to Western Literature,Dean Sluyter,Dean Sluyter,29-03-22,English,702.0,773,0
The Physics of God,"Joseph Selbie,Amit Goswami-foreword",Sean Runnette,29-03-22,English,586.0,405,0
Die Philosophie der Antike,Wiebrecht Ries,Axel Thielmann,30-03-22,german,233.0,127,0
The Quantum Rules,Kunal K.Das,Stephen Mc Laughlin,14-07-15,English,668.0,548,0
The Virtues,"Craig A.Boyd,Kevin Timpe",John Mc Lain,01-07-21,English,469.0,248,0
Meditations - Thoughts of an Emperor,Marcus Aurelius,Sven Görtz,02-07-21,English,501.0,413,0
Rede über die Dummheit,Robert Musil,Friedrich Frieden,07-03-22,german,233.0,67,0
Atheism on Trial,W.Mark Lanier,Steve Menasche,08-03-22,English,586.0,515,0
Early Greek Philosophy & Other Essays,Friedrich Nietzsche,John Van Stan,17-03-22,English,334.0,415,0
The Sociological Imagination,C.Wright Mills,Adriel Brandt,27-02-21,English,1340.0,557,0
Chamatkar,Dada Bhagwan,Dada Bhagwan,26-10-21,English,32.0,152,0
A Political Philosophy,Roger Scruton,Kris Dyer,11-11-21,English,1101.0,554,0
God After Einstein,John F.Haught,Malcolm Hillgartner,15-03-22,English,866.0,540,0
Patterns of Connection,Fritjof Capra,Gareth Richards,30-11-21,English,703.0,744,0
Propos sur le bonheur,Alain,Yannick Lopez,08-02-22,french,376.0,90,0
The Invisible Rainbow,Arthur Firstenberg,Bob Souer,13-08-21,English,836.0,768,0
The Last Days of Socrates,"Plato,Christopher Rowe-translator","Justin Avoth,Laurence Dobiesz",25-02-21,English,888.0,395,0
Tao Te Ching,Lao Tzu,Alfred Costa,24-03-20,English,32.0,83,0
The Knowledge Machine,Michael Strevens,Julian Elfer,03-11-20,English,703.0,496,0
Nietzsche's The Birth of Tragedy,Friedrich Nietzsche,Ray Childs,08-03-16,English,351.0,194,0
Metaphysics,Aristotle,Matthew Coles,10-09-20,English,1805.0,690,0
Against the Tide,Roger Scruton,Kris Dyer,20-01-22,English,1215.0,469,0
The Essays,"Michel Montaigne,M.A.Screech",Thomas Judd,25-02-21,English,1093.0,1015,0
An Inquiry into the Human Mind: On the Principles of Common Sense,Thomas Reid,James Gillies,08-12-21,English,922.0,718,0
Jean-Paul Sartre,"Andrea Colamedici,Maura Gancitano","Andrea Colamedici,Maura Gancitano",09-01-20,italian,0.0,53,0
The Lion and the Unicorn,George Orwell,Peter Noble,07-01-22,English,76.0,181,0
How to Tell a Joke,"Marcus Tullius Cicero,Michael Fontaine-translator",Roger Clark,30-03-21,English,586.0,150,0
Superconductivity,Stephen J.Blundell,L.J.Ganser,22-06-21,English,469.0,262,0
Logic,Graham Priest,Kyle Tait,17-08-21,English,586.0,245,0
On the Genealogy of Morals,Friedrich Nietzsche,Duncan Steen,04-06-13,English,656.0,393,0
Kant,Roger Scruton,Kyle Munley,25-05-21,English,469.0,317,0
Indian Philosophy,Sue Hamilton,Neil Shah,01-06-21,English,586.0,274,0
To Be or Not to Be,Manly Hall,Manly Hall,23-09-21,English,258.0,92,0
Reflexiones Sobre las Causas de la Libertad y de la Opresión Social,Simone Weil,Cecilia Bona,08-09-21,spanish,200.0,253,0
The True Story of the Bilderberg Group,Daniel Estulin,Peter Ganim,04-05-11,English,820.0,688,0
Der Antichrist,Friedrich Nietzsche,Karsten Renner,08-09-21,german,132.0,166,0
Sludge,Cass R.Sunstein,Asa Siegel,22-03-22,English,469.0,203,0
Nature Is a Human Right,Ellen Miles-editor,Olivia Dowd,03-02-22,English,888.0,480,0
The Constitution of Knowledge,Jonathan Rauch,Traber Burns,22-06-21,English,1054.0,743,0
Chronicles of Dissent,Noam Chomsky,Ako Mitchell,10-03-22,English,1093.0,2001,0
Things Are Never So Bad That They Can't Get Worse,William Neuman,Michael Manuel,15-03-22,English,181.0,706,0
Blood for Blood,Terry Milewski,Faraz Khan,26-01-22,English,900.0,337,0
Is Science Enough?,Aviva Chomsky,Moe Egan,05-04-22,English,1206.0,486,0
Fire and Flood,Eugene Linden,Paul Bellantoni,05-04-22,English,888.0,552,0
Reconciling All Things,"Emmanuel Katongole,Chris Rice",Mirron Willis,05-04-22,English,469.0,259,0
Apokalypse - niemals!,Michael Shellenberger,"Courtney B.Vance,Neilde Grasse Tyson-introduction",04-04-22,german,568.0,858,0
Mamata,"Arunava Sinha,Jayanta Ghosal",Shubhankar,11-03-22,English,1519.0,585,0
"Spies, Lies, and Algorithms",Amy B.Zegart,Amy B.Zegart,01-02-22,English,703.0,714,0
Burning Questions,Margaret Atwood,"Margaret Atwood,Ann Dowd,Ciarán Hinds,",01-03-22,English,1093.0,1141,0
China Unbound,Joanna Chiu,Nancy Wu,05-10-21,English,937.0,606,0
"Super Economies - America, India, China and the Future of the World",Raghav Bahl,Anuj Datta,16-03-22,English,879.0,821,0
Water,Giulio Boccaletti,Giulio Boccaletti,14-09-21,English,1131.0,857,0
The Great Reset,"Glenn Beck,Justin Trask Haskins",Glenn Beck,04-02-22,English,668.0,597,0
Blackshirts and Reds,Michael Parenti,Timothy Andrés Pabon,01-02-22,English,586.0,329,0
The Long Game,Rush Doshi,Kyle Tait,18-01-22,English,703.0,1104,0
The 1619 Project,"Nikole Hannah-Jones,The New York Times Magazine","Nikole Hannah-Jones,fullcast",16-11-21,English,1093.0,1137,0
How to change everything,"Naomi Klein,Rebecca Stefoff",Irina Salkow,03-09-21,german,602.0,374,0
Wildland,Evan Osnos,Evan Osnos,16-09-21,English,1215.0,1027,0
Work Without the Worker,Phil Jones,David Vickery,19-10-21,English,586.0,219,0
Democracy: The God That Failed,Hans-Hermann Hoppe,Paul Strikwerda,05-05-21,English,836.0,743,0
How to Win Friends and Influence Enemies,Will Witt,Will Witt,22-09-21,English,500.0,279,0
The Apostate,Mark Christian,Rezi Nasooti,10-03-22,English,1407.0,719,0
Cancel Culture,Alan M.Dershowitz,Jim Seybert,10-08-21,English,586.0,345,0
"Student Resistance in the Age of Chaos Book 1, 1999 - 2009",Mark Edelman Boren,Timothy Andrés Pabon,05-10-21,English,586.0,598,0
Capital et idéologie,Thomas Piketty,Christophe Brault,27-10-21,french,2060.0,2609,0
The Israeli Century,"Yossi Shain,Ronnie Hope,Eylon Levy",Jonathan Todd Ross,21-12-21,English,1172.0,997,0
Red Zone,Peter Hartcher,Peter Hartcher,22-01-22,English,1328.0,691,0
The Dying Citizen,Victor Davis Hanson,James Edward Thomas,05-10-21,English,500.0,907,0
Global Politics,Stephanie Lawson,Corinne Davies,25-01-22,English,703.0,1264,0
Spin Dictators,"Sergei Guriev,Daniel Treisman",Davidde Vries,08-03-22,English,703.0,563,0
The Quiet Before,Gal Beckerman,Feodor Chin,17-02-22,English,888.0,712,0
Abolition. Feminism. Now.,"Angela Y.Davis,Gina Dent,Erica Meiners,",Gina Dent,13-01-22,English,615.0,303,0
Politics of Disinformation,"Guillermo Lopez Garcia-editor,Dolors Palau Sampio-editor,Bella Palomo-editor,",Asa Siegel,31-12-21,English,586.0,478,0
The Long Game,Vijay Gokhale,Derek Denzil,21-02-22,English,879.0,355,0
The Fractured Himalaya (Part 1),Nirupama Rao,Nirupama Rao,24-03-22,English,879.0,823,0
Thema Corona-Virus,Ute Kretzschmar,"Ute Kretzschmar,Steffen Winter,Meister Kuthumi",25-06-21,german,267.0,78,0
Menon,Platon,Bettina Addamo,21-03-22,german,166.0,89,0
Chasing My Cure,David Fajgenbaum,David Fajgenbaum,10-09-19,English,879.0,410,0
The Myth of Disenchantment,Jason Ananda Josephson Storm,Chris Mac Donnell,08-06-21,English,703.0,969,0
"Language, Truth and Logic",A.J.Ayer,Michael Lunts,27-10-20,English,630.0,403,0
Most Intimate,Pat Enkyo O’Hara,Claire Slemmer,04-11-15,English,501.0,283,0
How Philosophy Works,DK,Daniel Philpott,13-08-20,English,888.0,559,0
A Discourse on Method,RenéDescartes,James Adams,30-10-09,English,585.0,487,0
For the Good of the World,A.C.Grayling,Mike Cooper,29-03-22,English,866.0,387,0
The Birth of Tragedy,Friedrich Nietzsche,Johnvan Stan,26-03-22,English,334.0,470,0
A Vindication of the Rights of Woman (AmazonClassics Edition),Mary Wollstonecraft,Jan Cramer,27-03-18,English,836.0,603,0
A RedNeck's Guide to Philosophy: Volume 1,Doc King Cole,Cole Bolchoz,17-03-22,English,93.0,79,0
Этика,Аристотель,КонстантинКорольков,21-03-22,russian,132.0,672,0
¿Por qué la guerra? [Why War?],Sigmund Freud,Max Garzón,24-03-22,spanish,47.0,33,0
Psicologia de las masas,Gustave Le Bon,Manuel Lopez,23-03-22,spanish,401.0,337,0
A arte de viver [The Art of Living],"Epicteto,Sharon Lebell",Luiz Motta,24-03-22,portuguese,187.0,146,0
Why I Am Not a Christian,Bertrand Russell,Cate Barratt,30-03-22,English,622.0,532,0
Beyond Good and Evil,Friedrich Nietzsche,Steven Crossley,28-03-11,English,668.0,447,0
Trying Not to Try,Edward Slingerland,Marc Cashman,04-03-14,English,879.0,532,0
The Third Jesus,Deepak Chopra,Shishir Kurup,20-02-12,English,879.0,504,0
À la recherche du sens perdu,Franck Martela,Laurent Jacquet,01-07-21,french,452.0,269,0
Pragmatism,William James,Cate Barratt,08-04-21,English,478.0,339,0
"Por Favor, Cierra los Ojos",Byung-Chul Han,Randolfo Barrionuevo,28-06-21,spanish,99.0,20,0
Sobre la Felicidad,Séneca,Artur Mas,15-07-21,spanish,200.0,84,0
Speaking of Faith,Krista Tippett,Krista Tippett,08-07-21,English,580.0,391,0
Puissance de la douceur,Anne Dufourmantelle,Lara Suyeux,06-07-21,french,187.0,149,0
Great Books,David Denby,Edward Asner,15-12-99,English,609.0,359,0
Zen Is a Revolution,Osho,Osho,27-01-21,English,117.0,99,0
Beneath the Night,Stuart Clark,Stuart Clark,13-10-20,English,949.0,528,0
You and Your Profile,"Hans-Georg Moeller,Paul J.D'Ambrosio",James Romick,04-05-21,English,586.0,544,0
The DIM Hypothesis,Leonard Peikoff,Robin Field,01-03-14,English,668.0,1055,0
How to Know Everything,Elke Wiss,Kristin Atherton,15-04-21,English,888.0,492,0
How Propaganda Works,Jason Stanley,Tom Parks,25-08-20,English,703.0,769,0
A Brief History of Infinity: The Quest to Think the Unthinkable,Brian Clegg,Gordon Griffin,04-03-13,English,569.0,543,0
In the Dojo,Dave Lowry,Brian Nishii,03-03-14,English,668.0,382,0
On Inhumanity,David Livingstone Smith,Matthew Josdal,08-09-20,English,586.0,389,0
The Gay Science (The Joyful Wisdom),Friedrich Nietzsche,Michael Lunts,29-04-16,English,770.0,655,0
Evil and the Justice of God,N.T.Wright,Simon Vance,11-02-09,English,586.0,272,0
Three Dangerous Men,Seth G.Jones,Stephen Graybill,07-09-21,English,879.0,448,0
Laptop from Hell,Miranda Devine,Richard Cefalos,30-11-21,English,668.0,425,0
The Immigrant Superpower,Tim Kane,Tim Kane,31-01-22,English,586.0,639,0
Western Jihadism,Jytte Klausen,Rosemary Benson,15-02-22,English,820.0,1400,0
La pacchia,Bianca Stancanelli,Sonia Colombo,10-02-22,italian,267.0,257,0
"Himmel, Hölle, Fegefeuer",Heribert Prantl,Heribert Prantl,26-01-22,german,602.0,334,0
The History of Political Thought,Richard Whatmore,Jonathan Cowley,01-02-22,English,469.0,280,0
Golpe globale,Diego Fusaro,Andrea Failla,02-02-22,italian,382.0,582,0
Demofollia,Michele Ainis,Massimo De Lorenzo,01-02-22,italian,267.0,321,0
Пережить холодную войну. Опыт дипломатии,АлександрГольц,ДмитрийВеликанов,03-02-22,russian,267.0,620,0
China's Foreign Policy Contradictions,Tim Nicholas Ruhlig,Jamie Renell,08-02-22,English,586.0,601,0
Rifugiati,Carlotta Sami,Sara Poledrelli,11-02-22,italian,422.0,175,0
What Climate Justice Means and Why We Should Care,Elizabeth Cripps,Lucinda Roberts,03-02-22,English,797.0,265,0
Le potenze del capitalismo politico,Alessandro Aresu,Maurizio Di Girolamo,08-02-22,italian,766.0,742,0
O Capital de Marx [Marx's Capital],"Ben Fine,Alfredo Saad-Filho,Bruno Höfig-tradução,",Cesar Tunas,08-02-22,portuguese,668.0,568,0
Breve historia de nuestro neoliberalismo [Brief History of Our Neoliberalism],Rafael Lemus,Ruben Bedolla,09-02-22,spanish,668.0,459,0
Recherchieren,Patrik Baab,Klaus B.Wolf,15-02-22,german,434.0,430,0
"Conscious Evolution, Revised Edition","Barbara Marx Hubbard,Terry Patten-contributor,Neale Donald Walsch-foreword",Suzie Althens,22-06-21,English,586.0,506,0
Diet for a Small Planet (Revised and Updated),Frances Moore Lappé,Kimberly Farr,16-11-21,English,1005.0,613,0
In Trump Time,Peter Navarro,Peter Navarro,02-11-21,English,668.0,554,0
A Beauty That Hurts,W.George Lovell,W.George Lovell,30-01-22,English,445.0,809,0
Hvad er demokrati?,Hal Koch,Esben Hansen,15-02-22,danish,267.0,175,0
Bright Green Lies,"Derrick Jensen,Lierre Keith,Max Wilbert",Joel Richards,28-12-21,English,820.0,906,0
リスクシナリオ　2021(週刊東洋経済ｅビジネス新書Ｎo.370),週刊東洋経済編集部,長谷川俊介,26-01-22,japanese,193.0,103,0
Inside the Kingdom,Robert Lacey,Andrew Wincott,01-06-10,English,949.0,957,0
When Magic Failed,Fouad Ajami,Assaf Cohen,22-03-22,English,866.0,458,0
The Vision of the Anointed,Thomas Sowell,Jim Seybert,22-03-22,English,703.0,686,0
無駄(規制)をやめたらいいことだらけ 令和の大減税と規制緩和,渡瀬裕哉,佐田直啓,25-03-22,japanese,837.0,434,0
世界のニュースを日本人は何も知らない2 - 未曽有の危機の大狂乱 -,谷本真由美,石田嘉代,08-04-22,japanese,837.0,420,0
人は、なぜ他人を許せないのか？,中野信子,石田嘉代,10-02-22,japanese,697.0,245,0
こうすれば絶対よくなる！日本経済,"田原総一朗,藤井聡",小檜山崇,18-02-22,japanese,837.0,352,0
Bridling Dictators,Graeme Gill,Bruce Mann,31-01-22,English,703.0,1076,0
The Fifth Horseman and the New MAD,Harlan Ullman,Daniel Thomas May,14-02-22,English,703.0,660,0
Erneuerbare Energien zum Verstehen und Mitreden,"Christian Holler,Joachim Gaukel,Harald Lesch,",Harald Lesch,05-10-21,german,434.0,225,0
Die Propaganda-Matrix,Michael Meyen,Klaus B.Wolf,01-02-22,german,434.0,383,0
The Franklin Scandal,Nick Bryant,Nick Bryant,01-11-17,English,1003.0,1251,0
Do What You Believe,Steve Deace,Aaron Mc Intire,01-12-21,English,233.0,174,0
"Berlin, 24. Juni 1922",Thomas Hüetlin,Richard Barenberg,10-02-22,german,703.0,482,0
Radikalisierter Konservatismus,Natascha Strobl,Beate Himmelstoß,01-02-22,german,468.0,220,0
January 6,Julie Kelly,Torii Alaniz,03-01-22,English,836.0,627,0
Electrify,Saul Griffith,David Marantz,16-11-21,English,586.0,433,0
メルケル 世界一の宰相,"カティ・マートン,倉田幸信,森嶋マリ",岸本百恵,01-04-22,japanese,1116.0,976,0
Planning to Fail,James H.Lebovic,Jim Seybert,28-12-21,English,703.0,718,0
Reflections of a Nonpolitical Man,"Thomas Mann,Mark Lilla-introduction/translator,Walter D.Morris-translator,",Graham Rowat,07-09-21,English,820.0,1510,0
White Borders,Reece Jones,Jeremy Durm,12-10-21,English,1206.0,519,0
Freedom,"Nathan Law,Evan Fowler-contributor",Daniel York Loh,04-11-21,English,888.0,419,0
新型コロナ対応・民間臨時調査会 調査・検証報告書,一般財団法人アジア・パシフィック・イニシアティブ,広瀬竜一,25-02-22,japanese,1395.0,1923,0
Numbers Don't Lie　世界のリアルは「数字」でつかめ！,"バーツラフ・シュミル,栗木さつき,熊谷千寿",野村達也,08-10-21,japanese,976.0,671,0
The Problem with Work,Kathi Weeks,Courtney Patterson,29-06-21,English,836.0,640,0
